iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,total_vaccinations_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
USA,North America,United States,2020/6/14,2087943,19056,21288.857,118663,315,725,6307.934,57.571,64.316,358.496,0.952,2.19,1.08,5749,17.368,28020,84.652,509,1.538,8055,24.335,415731,26616638,80.412,1.256,546798,1.652,,,tests performed,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/15,2107447,19504,21578,119049,386,708,6366.858,58.924,65.19,359.662,1.166,2.139,1.09,5703,17.229,28026,84.67,,,,,508480,27125118,81.948,1.536,554922,1.676,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/16,2131024,23577,22331.857,119869,820,693.857,6438.087,71.229,67.467,362.139,2.477,2.096,1.13,5570,16.828,28386,85.758,,,,,675985,27801103,83.991,2.042,570937,1.725,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/17,2157676,26652,23108.857,120608,739,671,6518.606,80.519,69.815,364.372,2.233,2.027,1.16,5612,16.955,28664,86.597,,,,,707162,28508265,86.127,2.136,581861,1.758,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/18,2185550,27874,23819.286,121301,693,648.571,6602.817,84.211,71.961,366.465,2.094,1.959,1.19,5464,16.507,28521,86.165,,,,,704185,29212450,88.254,2.127,594892,1.797,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/19,2216739,31189,24719.429,121960,659,625.857,6697.043,94.226,74.68,368.456,1.991,1.891,1.21,5341,16.136,28706,86.724,,,,,707360,29919810,90.391,2.137,607544,1.835,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/20,2248483,31744,25656.571,122563,603,602.143,6792.946,95.903,77.512,370.278,1.822,1.819,1.22,5229,15.797,28084,84.845,,,,,586193,30506003,92.162,1.771,615014,1.858,0.079,12.7,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/21,2274194,25711,26607.286,122859,296,599.429,6870.622,77.676,80.384,371.172,0.894,1.811,1.22,5195,15.695,28325,85.573,478,1.444,6829,20.631,425864,30931867,93.449,1.287,616461,1.862,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/22,2305200,31006,28250.429,123247,388,599.714,6964.295,93.673,85.348,372.344,1.172,1.812,1.24,5323,16.081,28954,87.474,,,,,547037,31478904,95.102,1.653,621969,1.879,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/23,2341372,36172,30049.714,124088,841,602.714,7073.575,109.28,90.784,374.885,2.541,1.821,1.27,5402,16.32,30394,91.824,,,,,704014,32182918,97.229,2.127,625974,1.891,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/24,2375813,34441,31162.429,124844,756,605.143,7177.625,104.051,94.146,377.169,2.284,1.828,1.28,5293,15.991,31271,94.474,,,,,767903,32950821,99.549,2.32,634651,1.917,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/25,2416165,40352,32945,125389,545,584,7299.534,121.908,99.531,378.816,1.647,1.764,1.3,5320,16.072,31926,96.452,,,,,775130,33725951,101.89,2.342,644786,1.948,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/26,2461586,45421,34978.143,126020,631,580,7436.756,137.222,105.673,380.722,1.906,1.752,1.3,5283,15.961,31810,96.102,,,,,808728,34534679,104.334,2.443,659267,1.992,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/27,2502740,41154,36322.429,126524,504,565.857,7561.088,124.331,109.735,382.245,1.523,1.71,1.29,5314,16.054,32566,98.386,,,,,696603,35231282,106.438,2.105,675040,2.039,0.094,10.6,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/28,2543302,40562,38444,126813,289,564.857,7683.63,122.543,116.144,383.118,0.873,1.707,1.27,5252,15.867,32575,98.413,529,1.598,7784,23.516,567439,35798721,108.152,1.714,695265,2.1,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/29,2583422,40120,39746,127198,385,564.429,7804.838,121.207,120.078,384.281,1.163,1.705,1.27,5380,16.254,33744,101.945,,,,,662760,36461481,110.155,2.002,711797,2.15,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/6/30,2629439,46017,41152.429,127831,633,534.714,7943.861,139.023,124.327,386.193,1.912,1.615,1.27,5424,16.387,35335,106.751,,,,,854612,37316093,112.737,2.582,733311,2.215,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/1,2681029,51590,43602.286,128521,690,525.286,8099.721,155.86,131.728,388.278,2.085,1.587,1.28,5512,16.652,36569,110.479,,,,,880639,38196732,115.397,2.661,749416,2.264,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/2,2736658,55629,45784.714,129250,729,551.571,8267.783,168.062,138.321,390.48,2.202,1.666,1.27,5626,16.997,37627,113.676,,,,,849136,39045868,117.962,2.565,759988,2.296,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/3,2788223,51565,46662.429,129908,658,555.429,8423.567,155.784,140.973,392.468,1.988,1.678,1.24,5597,16.909,37927,114.582,,,,,788672,39834540,120.345,2.383,757123,2.287,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/4,2833945,45722,47315,130193,285,524.143,8561.699,138.132,142.944,393.329,0.861,1.584,1.22,5633,17.018,38281,115.652,,,,,611675,40446215,122.193,1.848,744990,2.251,0.097,10.3,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/5,2883931,49986,48661.286,130492,299,525.571,8712.713,151.014,147.012,394.232,0.903,1.588,1.21,5653,17.078,38872,117.437,537,1.622,8142,24.598,520970,40967185,123.767,1.574,738352,2.231,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/6,2927440,43509,49145.429,130855,363,522.429,8844.159,131.446,148.474,395.329,1.097,1.578,1.21,5687,17.181,39970,120.754,,,,,717320,41684505,125.934,2.167,746146,2.254,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/7,2988283,60843,51263.429,132059,1204,604,9027.973,183.814,154.873,398.967,3.637,1.825,1.22,5832,17.619,41957,126.757,,,,,888983,42573488,128.62,2.686,751056,2.269,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/8,3048149,59866,52445.714,132912,853,627.286,9208.836,180.863,158.445,401.544,2.577,1.895,1.23,5874,17.746,43204,130.525,,,,,970672,43544160,131.552,2.933,763918,2.308,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/9,3110715,62566,53436.714,133912,1000,666,9397.855,189.02,161.439,404.565,3.021,2.012,1.22,5845,17.658,44055,133.096,,,,,995118,44539278,134.559,3.006,784773,2.371,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/10,3178541,67826,55759.714,134725,813,688.143,9602.766,204.911,168.457,407.021,2.456,2.079,1.21,5896,17.813,51740,156.313,,,,,997590,45536868,137.573,3.014,814618,2.461,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/11,3239445,60904,57928.571,135435,710,748.857,9786.765,183.999,175.009,409.166,2.145,2.262,1.19,5939,17.942,51982,157.044,,,,,829037,46365905,140.077,2.505,845670,2.555,0.098,10.2,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/12,3298169,58724,59176.857,135896,461,772,9964.177,177.412,178.781,410.559,1.393,2.332,1.17,5930,17.915,52860,159.697,669,2.021,14467,43.707,684313,47050218,142.145,2.067,869005,2.625,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/13,3356407,58238,61281,136318,422,780.429,10140.121,175.944,185.137,411.834,1.275,2.358,1.16,6074,18.35,54156,163.612,,,,,854999,47905217,144.728,2.583,888673,2.685,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/14,3424029,67622,62249.429,137237,919,739.714,10344.416,204.294,188.063,414.61,2.776,2.235,1.16,6235,18.837,55667,168.177,,,,,992683,48897900,147.727,2.999,903487,2.73,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/15,3492184,68155,63433.571,138196,959,754.857,10550.32,205.905,191.641,417.507,2.897,2.281,1.16,6317,19.084,56312,170.126,,,,,1025357,49923257,150.824,3.098,911300,2.753,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/16,3568772,76588,65436.714,139159,963,749.571,10781.702,231.382,197.692,420.417,2.909,2.265,1.15,6359,19.211,57614,174.059,,,,,1009159,50932416,153.873,3.049,913305,2.759,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/17,3640660,71888,66017,140075,916,764.286,10998.885,217.183,199.446,423.184,2.767,2.309,1.12,6452,19.492,57894,174.905,,,,,1033083,51965499,156.994,3.121,918376,2.775,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/18,3703105,62445,66237.143,140939,864,786.286,11187.539,188.654,200.111,425.794,2.61,2.375,1.09,6397,19.326,57822,174.687,,,,,895101,52860600,159.698,2.704,927814,2.803,0.089,11.2,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/19,3763696,60591,66503.857,141407,468,787.286,11370.592,183.053,200.916,427.208,1.414,2.378,1.07,6384,19.287,58052,175.382,714,2.157,13329,40.269,710475,53571075,161.845,2.146,931551,2.814,,,tests performed,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/20,3825215,61519,66972.571,141947,540,804.143,11556.448,185.857,202.332,428.839,1.631,2.429,1.06,6557,19.81,58509,176.763,,,,,890374,54461449,164.535,2.69,936605,2.83,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/21,3889282,64067,66464.714,143054,1107,831,11750.003,193.554,200.798,432.184,3.344,2.511,1.06,6711,20.275,59480,179.696,,,,,1014235,55475684,167.599,3.064,939683,2.839,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/22,3961257,71975,67010.429,144266,1212,867.143,11967.448,217.445,202.447,435.845,3.662,2.62,1.06,10457,31.592,59752,180.518,,,,,1093751,56569435,170.903,3.304,949454,2.868,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/23,4029856,68599,65869.143,145359,1093,885.714,12174.694,207.246,198.999,439.148,3.302,2.676,1.04,10414,31.462,59854,180.826,,,,,1061847,57631282,174.111,3.208,956981,2.891,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/24,4103287,73431,66089.571,146507,1148,918.857,12396.538,221.844,199.665,442.616,3.468,2.776,1.03,10395,31.405,59808,180.687,,,,,1054715,58685997,177.298,3.186,960071,2.9,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/25,4168436,65149,66475.857,147393,886,922,12593.362,196.823,200.832,445.293,2.677,2.785,1.01,10380,31.359,59382,179.4,,,,,865353,59551350,179.912,2.614,955821,2.888,0.084,11.9,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/26,4223184,54748,65641.143,147900,507,927.571,12758.762,165.4,198.31,446.824,1.532,2.802,0.99,10353,31.278,58731,177.434,950,2.87,14988,45.281,665535,60216885,181.923,2.011,949401,2.868,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/27,4279307,56123,64870.286,149021,1121,1010.571,12928.317,169.555,195.981,450.211,3.387,3.053,0.99,10328,31.202,58991,178.219,,,,,780518,60997403,184.281,2.358,933708,2.821,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/28,4344986,65679,65100.571,150375,1354,1045.857,13126.741,198.424,196.677,454.302,4.091,3.16,0.99,10463,31.61,57178,172.742,,,,,945013,61942416,187.136,2.855,923819,2.791,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/29,4416810,71824,65079,151797,1422,1075.857,13343.73,216.989,196.612,458.598,4.296,3.25,0.99,10539,31.84,57427,173.494,,,,,1019061,62961477,190.214,3.079,913149,2.759,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/30,4484576,67766,64960,153017,1220,1094,13548.46,204.729,196.252,462.283,3.686,3.305,0.98,10523,31.791,56565,170.89,,,,,1029234,63990711,193.324,3.109,908490,2.745,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/7/31,4553337,68761,64292.857,154277,1260,1110,13756.195,207.735,194.237,466.09,3.807,3.353,0.96,10472,31.637,55700,168.277,,,,,977017,64967728,196.276,2.952,897390,2.711,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/1,4610068,56731,63090.286,155376,1099,1140.429,13927.587,171.391,190.604,469.41,3.32,3.445,0.93,10450,31.571,54554,164.814,,,,,778210,65745938,198.627,2.351,884941,2.674,0.074,13.5,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/2,4656256,46188,61867.429,155793,417,1127.571,14067.126,139.54,186.909,470.67,1.26,3.407,0.91,10415,31.465,54106,163.461,945,2.855,17599,53.169,611147,66357085,200.473,1.846,877171,2.65,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/3,4700961,44705,60236.286,156350,557,1047,14202.186,135.059,181.981,472.353,1.683,3.163,0.9,10230,30.906,53524,161.703,,,,,753706,67110791,202.75,2.277,873341,2.638,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/4,4758265,57304,59039.857,157705,1355,1047.143,14375.308,173.122,178.367,476.446,4.094,3.164,0.92,10207,30.837,53440,161.449,,,,,861856,67972647,205.354,2.604,861462,2.603,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/5,4812824,54559,56573.429,159103,1398,1043.714,14540.137,164.829,170.915,480.67,4.224,3.153,0.92,9986,30.169,53444,161.461,,,,,942994,68915641,208.203,2.849,850595,2.57,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/6,4872195,59371,55374.143,160329,1226,1044.571,14719.505,179.367,167.292,484.374,3.704,3.156,0.93,9994,30.193,53221,160.787,,,,,966827,69882468,211.124,2.921,841680,2.543,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/7,4930744,58549,53915.286,161563,1234,1040.857,14896.388,176.884,162.885,488.102,3.728,3.145,0.93,9691,29.278,51301,154.987,,,,,992426,70874894,214.122,2.998,843881,2.549,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/8,4984863,54119,53542.143,162645,1082,1038.429,15059.889,163.5,161.757,491.371,3.269,3.137,0.92,9662,29.19,50071,151.271,,,,,796473,71671367,216.528,2.406,846490,2.557,0.067,14.9,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/9,5031263,46400,53572.429,163175,530,1054.571,15200.069,140.18,161.849,492.972,1.601,3.186,0.91,9307,28.118,48997,148.026,793,2.396,21064,63.637,617927,72289294,218.395,1.867,847458,2.56,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/10,5079912,48649,54135.857,163719,544,1052.714,15347.043,146.975,163.551,494.615,1.643,3.18,0.91,9216,27.843,48761,147.313,,,,,762818,73052112,220.699,2.305,848760,2.564,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/11,5126858,46946,52656.143,164757,1038,1007.429,15488.873,141.83,159.081,497.751,3.136,3.044,0.92,9136,27.601,48620,146.887,,,,,884808,73936920,223.373,2.673,852039,2.574,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/12,5183757,56899,52990.429,166273,1516,1024.286,15660.772,171.899,160.091,502.331,4.58,3.094,0.93,9555,28.867,48046,145.153,,,,,998571,74935491,226.389,3.017,859979,2.598,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/13,5235677,51920,51926,167331,1058,1000.286,15817.629,156.857,156.875,505.528,3.196,3.022,0.93,9487,28.661,47322,142.966,,,,,957870,75893361,229.283,2.894,858699,2.594,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/14,5300376,64699,52804.571,168667,1336,1014.857,16013.092,195.464,159.529,509.564,4.036,3.066,0.93,9277,28.027,45860,138.549,,,,,947829,76841190,232.147,2.864,852328,2.575,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/15,5347012,46636,51735.571,169697,1030,1007.429,16153.986,140.893,156.3,512.676,3.112,3.044,0.91,9087,27.453,44922,135.715,,,,,754087,77595277,234.425,2.278,846273,2.557,0.059,16.9,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/16,5387890,40878,50946.714,170273,576,1014,16277.483,123.498,153.916,514.416,1.74,3.063,0.89,8958,27.063,44155,133.398,843,2.547,14541,43.93,556151,78151428,236.105,1.68,837448,2.53,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/17,5424646,36756,49247.714,170724,451,1000.714,16388.528,111.044,148.783,515.778,1.363,3.023,0.88,8871,26.8,43596,131.709,,,,,659580,78811008,238.098,1.993,822699,2.485,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/18,5469674,45028,48973.714,172031,1307,1039.143,16524.563,136.035,147.956,519.727,3.949,3.139,0.89,8866,26.785,43848,132.47,,,,,881915,79692923,240.762,2.664,822286,2.484,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/19,5517381,47707,47660.571,173359,1328,1012.286,16668.691,144.129,143.988,523.739,4.012,3.058,0.9,8744,26.417,43395,131.102,,,,,975788,80668711,243.71,2.948,819031,2.474,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/20,5561286,43905,46515.571,174439,1080,1015.429,16801.334,132.642,140.529,527.002,3.263,3.068,0.9,8483,25.628,42081,127.132,,,,,975319,81644030,246.657,2.947,821524,2.482,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/21,5609976,48690,44228.571,175533,1094,980.857,16948.432,147.099,133.62,530.307,3.305,2.963,0.9,8357,25.248,41047,124.008,,,,,940223,82584253,249.497,2.841,820438,2.479,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/22,5653277,43301,43752.143,176511,978,973.429,17079.25,130.818,132.181,533.262,2.955,2.941,0.9,8207,24.794,40017,120.896,,,,,777423,83361676,251.846,2.349,823771,2.489,0.054,18.5,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/23,5687713,34436,42831.857,176970,459,956.714,17183.286,104.035,129.4,534.648,1.387,2.89,0.89,7949,24.015,39064,118.017,773,2.335,11535,34.849,552153,83913829,253.514,1.668,823200,2.487,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/24,5724133,36420,42783.857,177418,448,956.286,17293.315,110.029,129.255,536.002,1.353,2.889,0.9,7851,23.719,38776,117.147,,,,,649012,84562841,255.475,1.961,821690,2.482,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/25,5764251,40118,42082.429,178634,1216,943.286,17414.516,121.201,127.136,539.675,3.674,2.85,0.92,7863,23.755,38842,117.346,,,,,881174,85444015,258.137,2.662,821585,2.482,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/26,5809898,45647,41788.143,179867,1233,929.714,17552.422,137.905,126.247,543.4,3.725,2.809,0.94,7737,23.374,38501,116.316,,,,,992021,86436036,261.134,2.997,823904,2.489,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
USA,North America,United States,2020/8/27,5855060,45162,41967.714,180964,1097,932.143,17688.862,136.44,126.79,546.715,3.314,2.816,0.95,7717,23.314,37529,113.38,,,,,995980,87432016,264.143,3.009,826855,2.498,,,tests performed,,,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
